#,Date,Bitcoin,BTC,Blockchain,Cryptocurrency,Iota
20741,13-07-18 4:59,68,73,37,68,51
20742,13-07-18 5:59,66,72,39,75,49
20743,13-07-18 6:59,66,76,44,67,49
20744,13-07-18 7:59,67,80,47,68,60
20745,13-07-18 8:59,65,83,47,63,65
20746,13-07-18 9:59,61,76,48,56,69
20747,13-07-18 10:59,62,76,49,57,85
20748,13-07-18 11:59,59,76,48,49,72
20749,13-07-18 12:59,58,71,47,51,78
20750,13-07-18 13:59,59,68,48,55,78
20751,13-07-18 14:59,63,70,50,63,72
20752,13-07-18 15:59,62,65,45,64,59
20753,13-07-18 16:59,62,65,45,60,74
20754,13-07-18 17:59,63,65,45,60,69
20755,13-07-18 18:59,65,62,45,60,75
20756,13-07-18 19:59,65,60,44,54,74
20757,13-07-18 20:59,64,56,43,60,71
20758,13-07-18 21:59,65,52,46,57,75
20759,13-07-18 22:59,68,54,44,61,85
20760,13-07-18 23:59,72,54,45,58,84
20761,14-07-18 0:59,71,59,45,66,65
20762,14-07-18 1:59,69,61,43,64,64
20763,14-07-18 2:59,67,59,48,63,58
20764,14-07-18 3:59,69,69,51,70,52
20765,14-07-18 4:59,69,75,59,77,56
20766,14-07-18 5:59,70,79,61,74,56
20767,14-07-18 6:59,72,82,67,78,73
20768,14-07-18 7:59,67,86,69,70,76
20769,14-07-18 8:59,65,81,78,67,77
20770,14-07-18 9:59,63,82,85,65,79
20771,14-07-18 10:59,61,78,89,63,82
20772,14-07-18 11:59,59,76,84,57,81
20773,14-07-18 12:59,63,73,79,60,78
20774,14-07-18 13:59,63,70,73,53,76
20775,14-07-18 14:59,63,70,71,57,73
20776,14-07-18 15:59,63,66,74,62,83
20777,14-07-18 16:59,64,69,74,61,74
20778,14-07-18 17:59,65,66,72,60,77
20779,14-07-18 18:59,67,66,68,55,78
20780,14-07-18 19:59,69,61,63,61,85
20781,14-07-18 20:59,68,58,63,61,87
20782,14-07-18 21:59,71,55,64,59,83
20783,14-07-18 22:59,75,56,63,63,84
20784,14-07-18 23:59,76,58,62,65,92
20785,15-07-18 0:59,77,60,58,64,81
20786,15-07-18 1:59,73,61,54,68,77
20787,15-07-18 2:59,73,61,55,71,72
20788,15-07-18 3:58,81,68,38,85,81
20789,15-07-18 4:59,77,71,40,79,62
20790,15-07-18 5:59,81,81,44,96,75
20791,15-07-18 6:59,83,85,47,96,76
20792,15-07-18 7:59,82,97,49,92,89
20793,15-07-18 8:59,78,92,51,86,94
20794,15-07-18 9:59,75,90,59,84,86
20795,15-07-18 10:59,71,89,60,78,90
20796,15-07-18 11:59,69,88,64,74,94
20797,15-07-18 12:59,73,89,65,82,97
20798,15-07-18 13:59,79,86,57,86,81
20799,15-07-18 14:59,81,83,51,81,87
20800,15-07-18 15:59,81,82,52,87,91
20801,15-07-18 16:59,82,77,55,80,87
20802,15-07-18 17:59,84,81,56,81,81
20803,15-07-18 18:59,83,78,50,82,80
20804,15-07-18 19:59,79,71,45,75,83
20805,15-07-18 20:59,80,69,44,79,78
20806,15-07-18 21:59,72,58,38,64,75
20807,15-07-18 22:59,70,56,36,63,77
20808,15-07-18 23:59,82,61,42,73,87
20809,16-07-18 0:59,87,62,41,79,86
20810,16-07-18 1:59,86,66,38,84,77
20811,16-07-18 2:59,88,66,38,92,78
20812,16-07-18 3:59,100,68,38,88,69
20813,16-07-18 4:59,81,72,39,81,60
20814,16-07-18 5:59,81,81,43,89,69
20815,16-07-18 6:59,81,88,45,85,64
20816,16-07-18 7:59,83,93,49,94,71
20817,16-07-18 8:59,82,89,54,88,89
20818,16-07-18 9:59,78,90,60,85,84
20819,16-07-18 10:59,72,87,64,78,83
20820,16-07-18 11:59,68,85,66,68,91
20821,16-07-18 12:59,67,84,64,68,85
20822,16-07-18 13:59,72,82,58,65,73
20823,16-07-18 14:59,71,78,54,63,76
20824,16-07-18 15:59,72,76,57,70,80
20825,16-07-18 16:59,73,71,56,71,79
20826,16-07-18 17:59,73,73,59,68,81
20827,16-07-18 18:59,73,74,55,64,79
20828,16-07-18 19:59,73,73,51,71,85
20829,16-07-18 20:59,73,64,48,66,73
20830,16-07-18 21:59,67,56,100,57,79
20831,16-07-18 22:59,66,49,39,57,78
20832,16-07-18 23:59,65,50,36,59,74
20833,17-07-18 0:59,80,62,45,72,83
20834,17-07-18 1:59,83,60,41,76,70
20835,17-07-18 2:59,81,63,39,70,57
20836,17-07-18 3:59,80,69,41,81,57
20837,17-07-18 4:59,79,77,43,77,60
20838,17-07-18 5:59,77,82,46,88,62
20839,17-07-18 6:59,79,89,46,89,64
20840,17-07-18 7:59,81,96,49,83,88
20841,17-07-18 8:59,79,96,55,81,78
20842,17-07-18 9:59,77,95,58,81,82
20843,17-07-18 10:59,79,100,64,75,86
20844,17-07-18 11:59,74,94,63,74,87
20845,17-07-18 12:59,73,92,62,68,85
20846,17-07-18 13:59,73,86,55,73,74
20847,17-07-18 14:59,74,85,54,71,82
20848,17-07-18 15:59,75,81,53,72,69
20849,17-07-18 16:59,77,77,54,76,77
20850,17-07-18 17:59,77,76,53,74,73
20851,17-07-18 18:59,79,75,52,73,71
20852,17-07-18 19:59,78,72,47,72,74
20853,17-07-18 20:59,80,69,45,72,74
20854,17-07-18 21:59,81,65,48,71,81
20855,17-07-18 22:59,85,63,45,75,83
20856,17-07-18 23:59,87,62,45,74,84
20857,18-07-18 0:59,94,62,41,84,86
20858,18-07-18 1:59,90,65,43,80,75
20859,18-07-18 2:59,89,66,39,89,74
20860,18-07-18 3:59,85,74,34,78,63
20861,18-07-18 4:59,82,73,41,80,63
20862,18-07-18 5:59,82,79,43,87,66
20863,18-07-18 6:59,81,85,41,100,54
20864,18-07-18 7:59,81,92,47,86,56
20865,18-07-18 8:59,79,92,48,85,100
20866,18-07-18 9:59,74,88,55,71,86
20867,18-07-18 10:59,69,91,55,70,72
20868,18-07-18 11:59,66,87,56,67,81
20869,18-07-18 12:59,67,79,57,64,80
20870,18-07-18 13:59,68,81,50,62,78
20871,18-07-18 14:59,68,74,47,66,71
20872,18-07-18 15:59,70,73,48,67,74
20873,18-07-18 16:59,72,73,49,65,62
20874,18-07-18 17:59,72,73,49,68,71
20875,18-07-18 18:59,72,72,46,64,64
20876,18-07-18 19:59,72,71,43,78,69
20877,18-07-18 20:59,73,67,41,64,64
20878,18-07-18 21:59,75,63,41,61,65
20879,18-07-18 22:59,76,59,39,65,75
20880,18-07-18 23:59,78,62,37,71,80
20881,19-07-18 0:59,81,63,36,76,81
20882,19-07-18 1:59,80,58,32,74,80
20883,19-07-18 2:59,79,63,29,79,61
20884,19-07-18 3:59,76,61,27,75,58
20885,19-07-18 4:59,75,69,29,72,57
20886,19-07-18 5:59,76,77,29,80,63
20887,19-07-18 6:59,74,78,30,80,56
20888,19-07-18 7:59,72,87,31,78,67
20889,19-07-18 8:59,76,92,33,78,80
20890,19-07-18 9:59,68,88,35,69,75
20891,19-07-18 10:59,66,83,33,65,77
20892,19-07-18 11:59,64,82,30,62,64
20893,19-07-18 12:59,62,79,29,56,68
20894,19-07-18 13:59,63,80,30,56,63
20895,19-07-18 14:59,65,75,33,57,64
20896,19-07-18 15:59,64,72,31,57,67
20897,19-07-18 16:59,61,66,30,54,59
20898,19-07-18 17:59,59,63,28,56,49
20899,19-07-18 18:59,58,57,37,52,52
20900,19-07-18 19:59,59,63,27,54,55
20901,19-07-18 20:59,62,60,29,59,66
20902,19-07-18 21:59,66,56,29,60,60
20903,19-07-18 22:59,66,56,27,58,61
20904,19-07-18 23:59,70,50,29,57,79
20905,20-07-18 0:59,71,54,29,65,80
20906,20-07-18 1:59,73,53,27,66,65
20907,20-07-18 2:59,71,59,21,66,58
20908,20-07-18 3:59,71,57,25,65,60
20909,20-07-18 4:59,69,65,25,68,62
20910,20-07-18 5:59,65,64,25,64,49
20911,20-07-18 6:59,65,74,29,78,58
20912,20-07-18 7:59,70,78,30,73,56
20913,20-07-18 8:59,65,85,31,71,63
20914,20-07-18 9:59,64,78,33,61,67
20915,20-07-18 10:59,63,83,32,62,71
20916,20-07-18 11:59,61,81,35,56,72
20917,20-07-18 12:59,60,81,33,60,66
20918,20-07-18 13:59,60,74,33,57,65
20919,20-07-18 14:59,61,71,31,57,72
20920,20-07-18 15:59,63,69,30,60,68
20921,20-07-18 16:59,63,66,32,65,67
20922,20-07-18 17:59,57,57,29,60,60
20923,20-07-18 18:59,51,51,31,49,53
20924,20-07-18 19:59,53,51,28,49,56
20925,20-07-18 20:59,59,55,26,56,60
20926,20-07-18 21:59,67,55,30,69,73
20927,20-07-18 22:59,69,53,30,61,68
20928,20-07-18 23:59,70,56,30,65,79
20929,21-07-18 0:59,74,53,29,71,85
20930,21-07-18 1:59,74,58,28,70,75
20931,21-07-18 2:59,73,57,29,71,62
20932,21-07-18 3:59,73,60,32,78,59
20933,21-07-18 4:59,70,67,36,80,61
20934,21-07-18 5:59,73,75,42,84,68
20935,21-07-18 6:59,73,79,42,84,62
20936,21-07-18 7:59,73,84,43,86,61
20937,21-07-18 8:59,75,86,48,85,84
20938,21-07-18 9:59,70,85,54,70,66
20939,21-07-18 10:59,66,83,57,67,77
20940,21-07-18 11:59,64,80,59,68,71
20941,21-07-18 12:59,68,84,56,69,71
20942,21-07-18 13:59,74,90,52,70,80
20943,21-07-18 14:59,78,89,49,80,78
20944,21-07-18 15:59,82,83,52,82,88
20945,21-07-18 16:58,82,81,53,78,86
20946,21-07-18 17:59,82,82,54,81,88
20947,21-07-18 18:59,83,81,49,79,90
20948,21-07-18 19:59,82,76,47,76,75
20949,21-07-18 20:59,84,74,46,80,84
20950,21-07-18 21:59,87,73,44,87,89
20951,21-07-18 22:59,86,64,43,80,92
20952,21-07-18 23:59,90,67,42,78,97
20953,22-07-18 0:59,93,68,41,89,92
20954,22-07-18 1:59,92,74,40,95,88
20955,22-07-18 2:59,92,72,42,95,73
20956,22-07-18 3:59,93,79,39,96,74
20957,22-07-18 4:59,51,51,57,61,66
20958,22-07-18 5:59,49,50,63,60,65
20959,22-07-18 6:59,50,56,68,65,63
20960,22-07-18 7:59,51,61,72,65,64
20961,22-07-18 8:59,51,64,73,67,71
20962,22-07-18 9:59,50,65,80,61,89
20963,22-07-18 10:59,45,63,94,55,78
20964,22-07-18 11:59,42,59,96,51,81
20965,22-07-18 12:59,41,60,99,47,73
20966,22-07-18 13:59,40,56,92,47,81
20967,22-07-18 14:59,42,53,82,48,84
20968,22-07-18 15:59,42,51,75,47,73
20969,22-07-18 16:59,41,50,76,47,78
20970,22-07-18 17:59,43,50,85,49,74
20971,22-07-18 18:59,42,50,81,47,72
20972,22-07-18 19:59,43,49,79,52,83
20973,22-07-18 20:59,45,49,72,49,72
20974,22-07-18 21:59,58,63,71,63,86
20975,22-07-18 22:59,100,100,71,100,91
20976,22-07-18 23:59,84,78,84,86,95
20977,23-07-18 0:59,79,73,73,76,98
20978,23-07-18 1:59,84,73,70,84,95
20979,23-07-18 2:59,81,76,66,84,82
20980,23-07-18 3:59,75,73,65,78,70
20981,23-07-18 4:59,69,69,63,80,61
20982,23-07-18 5:59,65,70,69,81,67
20983,23-07-18 6:59,66,76,75,86,72
20984,23-07-18 7:59,76,89,74,97,71
20985,23-07-18 8:59,69,89,77,88,74
20986,23-07-18 9:59,73,90,85,82,94
20987,23-07-18 10:59,68,86,96,78,93
20988,23-07-18 11:59,61,84,99,68,90
20989,23-07-18 12:59,56,80,100,57,83
20990,23-07-18 13:59,55,74,97,60,85
20991,23-07-18 14:59,58,72,91,59,84
20992,23-07-18 15:59,58,70,82,60,84
20993,23-07-18 16:59,62,72,83,62,84
20994,23-07-18 17:59,61,69,92,61,82
20995,23-07-18 18:59,64,69,87,72,80
20996,23-07-18 19:59,61,65,82,70,85
20997,23-07-18 20:59,60,64,75,64,80
20998,23-07-18 21:59,59,60,73,67,80
20999,23-07-18 22:59,63,60,74,69,81
21000,23-07-18 23:59,64,55,68,70,87
21001,24-07-18 0:59,67,56,72,75,82
21002,24-07-18 1:59,66,57,70,70,76
21003,24-07-18 2:59,60,54,66,66,63
21004,24-07-18 3:59,59,54,74,67,62
21005,24-07-18 4:59,58,57,61,68,64
21006,24-07-18 5:59,54,57,64,72,57
21007,24-07-18 6:59,55,63,71,76,60
21008,24-07-18 7:59,55,64,74,77,58
21009,24-07-18 8:59,55,70,76,66,70
21010,24-07-18 9:59,55,72,82,69,93
21011,24-07-18 10:59,51,72,90,60,72
21012,24-07-18 11:59,48,68,94,55,76
21013,24-07-18 12:59,46,65,94,50,68
21014,24-07-18 13:59,45,62,97,49,67
21015,24-07-18 14:59,49,62,83,56,74
21016,24-07-18 15:59,50,61,79,54,72
21017,24-07-18 16:59,50,62,81,55,67
21018,24-07-18 17:59,52,61,82,55,70
21019,24-07-18 18:59,52,61,86,57,65
21020,24-07-18 19:59,56,59,81,62,72
21021,24-07-18 20:59,52,58,73,58,66
21022,24-07-18 21:59,51,54,69,55,66
21023,24-07-18 22:59,52,51,69,56,70
21024,24-07-18 23:59,55,50,67,58,73
21025,25-07-18 0:59,57,48,66,52,81
21026,25-07-18 1:59,58,50,67,62,71
21027,25-07-18 2:59,57,51,63,60,66
21028,25-07-18 3:59,56,51,63,72,62
21029,25-07-18 4:59,56,54,59,72,69
21030,25-07-18 5:59,54,55,61,81,56
21031,25-07-18 6:59,52,58,66,76,67
21032,25-07-18 7:59,51,63,69,71,69
21033,25-07-18 8:59,53,68,73,69,75
21034,25-07-18 9:59,54,66,74,66,81
21035,25-07-18 10:59,51,72,86,71,76
21036,25-07-18 11:59,49,67,89,65,79
21037,25-07-18 12:59,47,65,90,63,73
21038,25-07-18 13:59,46,65,85,56,81
21039,25-07-18 14:59,45,60,81,52,70
21040,25-07-18 15:59,46,57,71,49,69
21041,25-07-18 16:59,46,56,72,51,72
21042,25-07-18 17:59,49,56,72,56,68
21043,25-07-18 18:59,49,54,73,56,63
21044,25-07-18 19:59,48,56,71,52,62
21045,25-07-18 20:59,51,55,64,54,63
21046,25-07-18 21:59,52,57,65,56,68
21047,25-07-18 22:59,50,50,62,56,76
21048,25-07-18 23:59,51,57,64,55,64
21049,26-07-18 0:59,53,47,60,58,75
21050,26-07-18 1:59,53,46,54,56,76
21051,26-07-18 2:59,52,47,47,57,63
21052,26-07-18 3:59,50,46,47,54,59
21053,26-07-18 4:59,48,47,45,58,53
21054,26-07-18 5:59,46,49,46,52,50
21055,26-07-18 6:59,46,55,49,56,54
21056,26-07-18 7:59,45,59,48,58,49
21057,26-07-18 8:59,45,62,50,62,60
21058,26-07-18 9:59,45,63,52,54,53
21059,26-07-18 10:59,43,63,49,52,66
21060,26-07-18 11:59,41,62,50,45,63
21061,26-07-18 12:59,40,59,51,46,64
21062,26-07-18 13:59,39,56,51,40,68
21063,26-07-18 14:59,40,56,48,42,75
21064,26-07-18 15:59,39,54,42,38,83
21065,26-07-18 16:59,39,53,45,42,85
21066,26-07-18 17:59,40,50,47,45,95
21067,26-07-18 18:59,40,50,46,43,100
21068,26-07-18 19:59,40,47,43,42,93
21069,26-07-18 20:59,40,45,43,45,83
21070,26-07-18 21:59,42,45,41,45,81
21071,26-07-18 22:59,43,42,44,47,83
21072,26-07-18 23:59,43,42,42,44,72
21073,27-07-18 0:59,45,41,43,42,80
21074,27-07-18 1:59,45,39,43,47,82
21075,27-07-18 2:59,45,41,40,49,82
21076,27-07-18 3:59,45,41,40,44,66
21077,27-07-18 4:59,42,44,34,48,72
21078,27-07-18 5:59,40,46,38,51,66
21079,27-07-18 6:59,42,50,41,54,63
21080,27-07-18 7:59,41,52,41,52,56
21081,27-07-18 8:59,40,57,46,47,45
21082,27-07-18 9:59,43,59,47,52,70
21083,27-07-18 10:59,40,57,47,46,58
21084,27-07-18 11:59,39,59,49,43,67
21085,27-07-18 12:59,38,54,49,41,73
21086,27-07-18 13:59,39,57,51,39,76
21087,27-07-18 14:59,38,51,47,40,65
21088,27-07-18 15:59,39,51,48,41,68
21089,27-07-18 16:59,40,49,47,42,71
21090,27-07-18 17:59,39,46,47,44,65
21091,27-07-18 18:59,41,46,47,46,66
21092,27-07-18 19:59,42,48,50,47,61
21093,27-07-18 20:59,43,49,47,45,70
21094,27-07-18 21:58,43,46,46,45,69
21095,27-07-18 22:59,43,43,50,51,71
21096,27-07-18 23:59,44,41,45,44,72
21097,28-07-18 0:59,47,43,45,45,87
21098,28-07-18 1:59,50,45,47,51,79
21099,28-07-18 2:59,48,45,46,56,73
21100,28-07-18 3:59,47,44,49,57,52
21101,28-07-18 4:59,45,47,49,55,67
21102,28-07-18 5:59,44,50,53,54,49
21103,28-07-18 6:59,50,59,64,65,61
21104,28-07-18 7:59,51,64,67,63,57
21105,28-07-18 8:59,50,69,67,60,60
21106,28-07-18 9:59,52,71,74,60,93
21107,28-07-18 10:59,49,69,81,56,73
21108,28-07-18 11:59,48,70,84,50,81
21109,28-07-18 12:59,48,70,91,45,74
21110,28-07-18 13:59,45,67,86,44,79
21111,28-07-18 14:59,47,65,78,48,72
21112,28-07-18 15:59,47,63,74,44,77
21113,28-07-18 16:59,49,58,76,49,76
21114,28-07-18 17:59,50,59,74,49,79
21115,28-07-18 18:59,51,60,79,47,73
21116,28-07-18 19:59,50,60,74,50,82
21117,28-07-18 20:58,51,57,69,53,70
21118,28-07-18 21:59,52,57,68,55,77
21119,28-07-18 22:59,54,53,69,52,79
21120,28-07-18 23:59,57,52,67,51,85
21121,29-07-18 0:59,58,51,68,53,93
21122,29-07-18 1:59,59,50,69,54,88
21123,29-07-18 2:59,58,54,61,59,75
21124,29-07-18 3:59,56,52,60,57,72
21125,29-07-18 4:59,53,55,57,55,73
21126,29-07-18 5:59,68,58,58,76,79
21127,29-07-18 6:59,67,58,62,75,64
21128,29-07-18 7:59,68,63,70,84,63
21129,29-07-18 8:59,68,69,69,84,70
21130,29-07-18 9:59,74,82,75,93,82
21131,29-07-18 10:59,90,100,81,87,82
21132,29-07-18 11:59,82,91,93,84,86
21133,29-07-18 12:59,82,94,96,79,91
21134,29-07-18 13:59,74,85,100,74,88
21135,29-07-18 14:59,73,80,97,71,82
21136,29-07-18 15:59,82,86,100,73,82
21137,29-07-18 16:59,92,93,84,81,86
21138,29-07-18 17:59,100,98,83,83,85
21139,29-07-18 18:59,92,86,88,79,85
21140,29-07-18 19:59,91,86,89,83,83
21141,29-07-18 20:59,87,81,85,78,81
21142,29-07-18 21:59,85,75,79,82,90
21143,29-07-18 22:59,88,75,79,79,86
21144,29-07-18 23:59,89,71,79,81,87
21145,30-07-18 0:59,90,68,76,81,90
21146,30-07-18 1:59,88,68,71,81,91
21147,30-07-18 2:59,90,67,71,84,87
21148,30-07-18 3:59,91,72,66,84,80
21149,30-07-18 4:59,96,81,64,97,69
21150,30-07-18 5:59,100,84,64,100,68
21151,30-07-18 6:59,92,81,68,98,67
21152,30-07-18 7:59,87,81,76,97,63
21153,30-07-18 8:59,84,84,77,98,73
21154,30-07-18 9:59,85,94,81,91,74
21155,30-07-18 10:59,89,95,87,89,92
21156,30-07-18 11:59,82,90,94,81,86
21157,30-07-18 12:59,76,84,96,73,89
21158,30-07-18 13:59,73,82,100,69,94
21159,30-07-18 14:59,70,80,94,67,78
21160,30-07-18 15:59,77,77,86,69,79
21161,30-07-18 16:59,72,69,79,68,76
21162,30-07-18 17:59,74,71,81,70,74
21163,30-07-18 18:59,74,69,85,70,77
21164,30-07-18 19:59,73,67,84,73,76
21165,30-07-18 20:59,75,65,80,77,77
21166,30-07-18 21:59,74,66,75,71,73
21167,30-07-18 22:59,72,62,71,69,77
21168,30-07-18 23:59,73,57,69,71,85
21169,31-07-18 0:59,75,56,68,72,88
21170,31-07-18 1:59,76,56,69,74,83
21171,31-07-18 2:59,85,60,69,78,91
21172,31-07-18 3:59,79,60,60,76,73
21173,31-07-18 4:58,75,60,59,75,66
21174,31-07-18 5:59,72,59,62,73,63
21175,31-07-18 6:59,69,61,65,81,62
21176,31-07-18 7:59,72,68,71,88,70
21177,31-07-18 8:59,69,72,72,86,69
21178,31-07-18 9:59,71,79,74,83,77
21179,31-07-18 10:59,71,76,82,83,85
21180,31-07-18 11:59,68,74,93,74,79
21181,31-07-18 12:59,64,72,94,73,86
21182,31-07-18 13:59,62,70,95,67,93
21183,31-07-18 14:59,61,69,95,63,85
21184,31-07-18 15:59,65,65,84,68,87
21185,31-07-18 16:59,65,65,79,66,93
21186,31-07-18 17:59,64,65,82,63,80
21187,31-07-18 18:59,65,65,81,67,77
21188,31-07-18 19:59,66,62,82,67,80
21189,31-07-18 20:59,66,63,78,70,82
21190,31-07-18 21:59,66,59,71,69,81
21191,31-07-18 22:59,67,59,72,66,73
21192,31-07-18 23:59,68,53,70,70,78
21193,1/8/2018 0:59,70,51,67,68,89
21194,1/8/2018 1:59,77,57,67,75,92
21195,1/8/2018 2:59,94,67,65,88,94
21196,1/8/2018 3:59,97,71,61,89,85
21197,1/8/2018 4:59,93,68,57,92,77
21198,1/8/2018 5:59,82,67,56,76,73
21199,1/8/2018 6:59,81,66,66,84,65
21200,1/8/2018 7:59,79,70,66,86,68
21201,1/8/2018 8:59,76,72,72,83,83
21202,1/8/2018 9:59,73,73,71,78,92
21203,1/8/2018 10:59,73,78,77,82,100
21204,1/8/2018 11:59,72,73,84,75,78
21205,1/8/2018 12:59,66,73,85,68,89
21206,1/8/2018 13:59,62,66,86,62,79
21207,1/8/2018 14:59,60,66,84,62,81
21208,1/8/2018 15:59,64,65,77,63,81
21209,1/8/2018 16:59,66,63,75,66,77
21210,1/8/2018 17:59,66,64,67,63,74
21211,1/8/2018 18:59,68,60,68,63,65
21212,1/8/2018 19:59,65,61,70,66,73
21213,1/8/2018 20:59,72,65,67,70,77
21214,1/8/2018 21:59,69,60,65,69,76
21215,1/8/2018 22:59,65,58,60,66,74
21216,1/8/2018 23:59,67,54,58,66,72
21217,2/8/2018 0:59,71,51,86,63,68
21218,2/8/2018 1:59,65,51,55,58,74
21219,2/8/2018 2:59,70,50,53,68,80
21220,2/8/2018 3:59,71,54,49,68,75
21221,2/8/2018 4:59,69,55,47,63,78
21222,2/8/2018 5:59,66,55,44,65,57
21223,2/8/2018 6:59,62,58,45,74,59
21224,2/8/2018 7:59,59,58,44,76,58
21225,2/8/2018 8:59,60,63,53,73,52
21226,2/8/2018 9:59,59,66,54,71,57
21227,2/8/2018 10:59,60,67,54,75,60
21228,2/8/2018 11:59,61,71,57,66,74
21229,2/8/2018 12:59,55,68,51,62,77
21230,2/8/2018 13:59,53,63,53,53,84
21231,2/8/2018 14:59,53,64,50,53,75
21232,2/8/2018 15:59,54,62,52,53,76
21233,2/8/2018 16:59,53,61,46,52,71
21234,2/8/2018 17:59,54,57,45,55,86
21235,2/8/2018 18:59,53,55,47,52,76
21236,2/8/2018 19:59,53,55,44,57,74
21237,2/8/2018 20:59,54,53,46,54,70
21238,2/8/2018 21:59,54,52,48,54,72
21239,2/8/2018 22:59,52,50,45,57,75
21240,2/8/2018 23:59,53,48,45,50,74
21241,3/8/2018 0:59,55,44,45,57,78
21242,3/8/2018 1:59,55,44,41,53,79
21243,3/8/2018 2:59,58,42,44,58,77
21244,3/8/2018 3:59,58,43,41,60,80
21245,3/8/2018 4:59,57,44,39,59,74
21246,3/8/2018 5:59,57,49,38,62,69
21247,3/8/2018 6:59,55,52,40,59,55
21248,3/8/2018 7:59,55,58,43,69,62
21249,3/8/2018 8:59,53,60,43,66,61
21250,3/8/2018 9:59,55,65,45,69,71
21251,3/8/2018 10:59,56,64,47,60,65
21252,3/8/2018 11:59,52,62,50,61,70
21253,3/8/2018 12:59,52,64,48,57,68
21254,3/8/2018 13:59,52,62,52,52,69
21255,3/8/2018 14:59,51,59,52,50,74
21256,3/8/2018 15:59,50,60,47,48,72
21257,3/8/2018 16:59,51,54,47,53,73
21258,3/8/2018 17:59,52,55,48,50,69
21259,3/8/2018 18:59,57,54,47,55,62
21260,3/8/2018 19:59,53,51,50,60,65
21261,3/8/2018 20:59,54,52,50,55,77
21262,3/8/2018 21:59,52,49,50,58,68
21263,3/8/2018 22:59,53,48,45,58,62
21264,3/8/2018 23:59,55,44,45,55,78
21265,4/8/2018 0:59,55,44,46,59,68
21266,4/8/2018 1:59,57,44,44,56,72
21267,4/8/2018 2:59,61,46,47,60,80
21268,4/8/2018 3:59,62,50,45,64,67
21269,4/8/2018 4:59,59,51,45,67,61
21270,4/8/2018 5:59,62,51,51,76,60
21271,4/8/2018 6:59,60,57,59,73,52
21272,4/8/2018 7:59,59,56,63,71,51
21273,4/8/2018 8:59,60,63,70,80,54
21274,4/8/2018 9:59,61,65,72,74,63
21275,4/8/2018 10:59,62,69,80,78,74
21276,4/8/2018 11:59,58,68,83,70,65
21277,4/8/2018 12:59,56,68,86,64,72
21278,4/8/2018 13:59,54,64,84,64,73
21279,4/8/2018 14:59,53,63,90,58,72
21280,4/8/2018 15:59,57,60,81,61,72
21281,4/8/2018 16:59,57,59,76,63,66
21282,4/8/2018 17:59,58,58,77,62,77
21283,4/8/2018 18:59,59,56,82,65,74
21284,4/8/2018 19:59,61,56,82,68,73
21285,4/8/2018 20:59,61,55,78,66,70
21286,4/8/2018 21:59,63,58,75,71,72
21287,4/8/2018 22:59,68,57,68,76,73
21288,4/8/2018 23:59,72,57,75,78,78
21289,5/8/2018 0:59,68,52,74,73,75
21290,5/8/2018 1:59,70,53,69,69,80
21291,5/8/2018 2:59,70,48,69,68,78
21292,5/8/2018 3:59,67,50,63,71,70
21293,5/8/2018 4:59,66,51,62,73,66
21294,5/8/2018 5:59,64,53,61,73,53
21295,5/8/2018 6:59,88,72,63,73,32
21296,5/8/2018 7:59,84,76,72,75,37
21297,5/8/2018 8:59,84,81,74,78,41
21298,5/8/2018 9:59,85,85,80,84,34
21299,5/8/2018 10:59,86,91,79,79,44
21300,5/8/2018 11:59,86,92,84,83,50
21301,5/8/2018 12:59,80,92,91,69,46
21302,5/8/2018 13:59,76,87,92,71,46
21303,5/8/2018 14:59,76,88,100,70,46
21304,5/8/2018 15:59,76,88,94,71,38
21305,5/8/2018 16:58,82,85,86,72,43
21306,5/8/2018 17:59,81,81,79,68,41
21307,5/8/2018 18:59,89,83,77,72,45
21308,5/8/2018 19:59,92,84,85,74,42
21309,5/8/2018 20:59,95,86,86,78,42
21310,5/8/2018 21:59,94,80,81,73,40
21311,5/8/2018 22:59,90,79,74,70,43
21312,5/8/2018 23:59,88,76,73,69,47
21313,6/8/2018 0:59,89,69,70,69,41
21314,6/8/2018 1:59,91,69,68,67,50
21315,6/8/2018 2:59,94,71,69,73,49
21316,6/8/2018 3:59,98,70,70,73,52
21317,6/8/2018 4:59,97,70,65,72,41
21318,6/8/2018 5:59,92,71,61,78,35
21319,6/8/2018 6:59,88,72,57,77,34
21320,6/8/2018 7:59,91,79,64,87,38
21321,6/8/2018 8:59,100,87,66,100,34
21322,6/8/2018 9:59,97,91,78,96,40
21323,6/8/2018 10:59,94,98,77,92,41
21324,6/8/2018 11:59,95,100,82,92,43
21325,6/8/2018 12:59,89,97,87,82,49
21326,6/8/2018 13:59,82,93,88,66,42
21327,6/8/2018 14:59,77,92,87,64,43
21328,6/8/2018 15:59,73,85,92,64,41
21329,6/8/2018 16:59,79,86,83,60,44
21330,6/8/2018 17:59,79,80,77,62,45
21331,6/8/2018 18:59,78,75,81,62,44
21332,6/8/2018 19:59,81,79,84,64,43
21333,6/8/2018 20:59,81,79,80,64,41
21334,6/8/2018 21:59,80,76,77,65,43
21335,6/8/2018 22:59,81,77,75,65,44
21336,6/8/2018 23:59,82,73,73,66,45
21337,7/8/2018 0:59,85,69,70,72,45
21338,7/8/2018 1:59,83,66,72,62,48
21339,7/8/2018 2:59,89,64,68,65,54
21340,7/8/2018 3:59,93,66,67,73,51
